Make,Model,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Engine (cc),Max Power (BHP),Max Power (RPM)
19,802,35000,2,1,54,1,2,1,3995,1695,1555,5,42,8,1248,74,4000
7,146,64418,6,0,45,3,2,1,3610,1680,1500,5,35,12,1198,87,6000
8,520,10265,6,1,27,1,2,1,3765,1660,1520,5,43,6,1197,81,6000
19,932,15000,0,1,56,1,2,1,3655,1620,1675,5,60,4,998,58,5500
6,453,85000,2,1,29,1,2,1,4320,1764,1486,5,40,13,1498,89,3750
21,475,90000,2,0,45,3,2,1,4424,1804,1494,5,50,7,2143,134,3600
19,934,89000,0,1,39,1,2,1,3539,1475,1700,5,35,12,998,59,6200
19,928,43000,0,1,0,1,2,1,3599,1495,1700,5,35,8,998,58,6200
30,463,219000,2,0,29,3,2,0,4795,1855,1835,7,80,8,2755,174,3400
30,544,261236,6,1,45,1,2,1,4555,1770,1755,8,55,15,1998,136,5600
19,918,50000,2,1,15,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
19,78,48000,6,1,59,4,2,1,3395,1490,1475,5,35,11,796,47,6000
8,1009,39000,2,1,29,1,2,1,3995,1660,1520,5,43,6,1120,71,4000
19,913,33030,2,1,29,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
7,219,86000,6,1,45,3,2,1,4440,1695,1485,5,42,12,1497,116,6600
19,198,55000,6,0,51,1,2,1,4490,1730,1485,5,43,8,1373,91,6000
8,520,35000,6,1,36,1,2,1,3765,1660,1520,5,43,8,1197,81,6000
11,252,2000,6,0,36,1,2,1,4405,1818,1640,5,60,3,1368,161,5500
11,256,90000,2,1,40,1,2,1,4395,1818,1640,5,60,7,1956,171,3750
7,222,96506,6,1,6,3,2,1,4440,1695,1485,5,42,13,1497,116,6600
31,881,88000,6,0,20,1,2,1,4384,1699,1466,5,55,11,1598,103,5250
21,342,140987,2,0,30,3,2,2,4818,1822,1420,5,80,17,2987,198,4000
19,804,52000,6,1,62,1,2,1,3995,1695,1555,5,42,10,1197,85,6000
19,187,54443,6,0,45,1,2,1,3600,1600,1560,5,35,10,998,67,6000
21,347,9500,2,0,45,1,1,2,5063,1860,1494,5,80,5,1950,192,3800
1,958,75000,2,0,15,3,2,0,4886,1938,1762,7,52,7,2993,258,4000
0,48,89000,2,0,44,3,2,1,4280,1767,1591,5,52,13,1692,129,4835
0,51,42000,6,0,56,1,2,1,4726,1842,1427,5,54,8,1395,148,5000
3,699,25000,6,1,36,3,2,1,3429,1560,1541,5,28,7,999,67,5500
1,952,39000,2,0,1,1,2,0,4657,1881,1678,5,67,4,1995,190,4000
19,814,86000,2,1,12,1,2,1,3850,1695,1530,5,42,11,1248,74,4000
17,275,50300,2,0,15,3,2,1,4097,1789,1561,5,47,12,1995,112,4835
18,988,43000,2,0,45,1,2,1,4585,1890,1785,7,70,7,2179,153,3750
18,995,83555,2,1,27,1,2,1,4585,1890,1785,7,70,12,2179,140,3750
18,137,27500,2,1,73,1,2,2,3995,1745,1880,7,52,6,1493,70,3600
6,364,75000,2,1,45,1,2,1,3999,1765,1708,5,52,12,1498,89,3750
1,960,87000,2,0,44,1,2,0,4886,1938,1762,5,52,10,2993,258,4000
8,291,5800,2,0,67,1,2,1,4300,1790,1635,5,50,3,1493,113,4000
30,462,173000,2,1,6,1,2,2,4795,1855,1835,7,80,7,2755,174,3400
12,777,7000,6,0,6,1,2,1,4315,1800,1645,5,50,4,1353,138,6000
18,986,121000,2,1,32,1,2,0,4585,1890,1785,7,70,10,2179,138,3750
29,737,96000,2,1,3,1,2,2,4655,1965,1922,7,55,12,2179,138,4000
7,69,57885,6,0,15,1,2,1,4280,1767,1591,5,52,17,1692,129,4835
30,438,38091,6,1,45,1,2,1,3775,1695,1510,5,45,14,1197,80,5600
8,418,34000,6,1,56,1,2,1,3495,1550,1500,5,32,12,814,55,5500
7,232,75000,2,1,20,1,2,1,4440,1695,1495,5,40,7,1498,99,3600
30,442,82000,2,1,40,1,2,1,4265,1695,1510,5,45,11,1364,67,3800
12,788,20000,6,1,6,1,2,1,3995,1790,1647,5,45,4,998,118,6000
19,802,65000,2,1,31,3,2,1,3995,1695,1555,5,42,17,1248,74,4000
14,688,88000,6,0,45,1,2,0,4797,2032,1665,5,52,5,1997,247,5500
21,351,65000,6,0,45,3,2,2,4879,1854,1474,5,80,14,1991,184,5500
19,802,65000,2,1,2,1,2,1,3995,1695,1555,5,42,14,1248,74,4000
19,930,41000,6,1,56,3,2,1,3539,1475,1700,5,35,14,998,68,6200
30,468,127000,2,1,25,4,2,0,4695,1840,1850,7,80,15,2982,171,3600
7,233,51834,6,1,6,3,2,1,4440,1695,1495,5,40,9,1497,117,6600
11,254,28000,6,0,15,1,2,1,4395,1818,1640,5,60,7,1368,160,5500
21,121,39000,6,0,45,3,2,1,4359,2010,1557,5,50,11,1595,120,5000
7,231,116592,6,0,45,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
21,156,80000,2,0,27,1,2,2,4686,1810,1442,5,66,11,2143,168,3000
2,743,32000,6,1,14,1,2,1,4249,1690,1503,5,42,11,1199,85,6000
21,156,21200,2,0,56,1,2,2,4686,1810,1442,5,66,9,2143,168,3000
18,1003,75,6,0,15,1,2,1,4695,1890,1755,7,60,3,1997,197,5000
19,929,75693,0,1,56,3,2,1,3599,1495,1700,5,35,11,998,58,6200
19,917,85000,2,1,27,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
7,233,49000,6,1,36,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
8,501,71000,2,1,32,3,2,1,3765,1660,1520,5,43,9,1120,70,4000
21,487,80000,6,0,15,1,2,0,5130,1934,1850,5,100,8,2996,329,5250
8,303,47000,6,1,15,1,2,1,4270,1780,1630,5,60,9,1591,122,6400
19,916,48000,6,1,6,1,2,1,3995,1790,1640,5,48,4,1462,103,6000
8,1049,68000,2,1,0,1,2,1,3940,1710,1505,5,45,11,1396,90,4000
19,706,79000,6,1,20,3,2,1,3775,1680,1620,5,43,11,1197,85,6000
18,999,90300,2,1,67,1,2,1,4585,1890,1785,7,70,9,2179,138,3750
8,414,83000,6,1,1,3,2,1,3495,1550,1500,5,32,11,814,55,5500
6,455,73000,6,1,68,1,2,1,3795,1680,1427,5,45,12,1196,70,6250
1,13,60474,2,0,12,1,2,2,4936,1868,1479,5,65,7,1995,188,4000
18,138,72000,2,1,25,1,2,2,3995,1745,1880,7,52,8,1493,70,3600
